filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
blues.00000.wav,660988,0.3498623500122842,0.0887586815258565,0.13021230697631836,0.002820248482748866,1790.5215080486983,130473.37856471691,2003.1759688889285,85822.51563965523,3814.2958613719984,903718.95232482,0.08322566687645236,0.0007707474323173214,4.488769288107836e-06,0.008193856517544108,-1.932030144305734e-06,0.005683181880569417,123.046875,-113.567025919364,2564.5749627791756,121.53737176204584,295.5559803942439,-19.194089947769378,235.67989891436608,42.31550526214906,151.23353748873248,-6.410079648604952,168.52288184647887,18.58119902982344,89.41436986004587,-13.719792531518927,67.75625467535482,15.318556436359225,68.85614102571013,-12.3164221685313,82.45072017215136,10.938462391403046,63.41680299401508,-8.35947717818937,61.97369870436463,8.781783888482465,51.152305461678786,-3.6958654685565184,41.311695743297484,5.709646591621887,40.48505742999177,-5.200560212906093,49.91709168832802,0.720576381843717,52.5731997368556,-1.7245935147310592,36.672237148824294,-0.4503142614863017,41.650077085134434,-2.332155717256061,55.14796826452218,1.1842051038053738,47.061807248654254,blues
blues.00001.wav,661500,0.34091812286564566,0.09496743945732838,0.09580162167549133,0.0023712911643087864,1541.6828803896008,376541.524214762,2042.876154559511,213134.47740361482,3575.77004447441,2969472.963661798,0.056109260110294115,0.0014339947370509377,-6.8183672813064625e-06,0.005118558929719637,7.699527712093953e-06,0.003041919551681343,67.99958881578948,-207.60539895032275,7771.946530513948,123.95636755898101,560.5279035264228,8.899419177639714,572.9657924869978,35.827657978029734,265.2405510872257,2.883586324089062,280.09099181923506,21.47726166246306,156.67737769036157,-8.594455520022166,201.28026557303036,23.31250676133076,142.35178170046163,-10.140056304873113,166.4647280103578,11.863732494490131,104.52143557237795,-5.596597670173381,105.31524819788754,5.335374888717353,96.42812294404816,-2.2766720446151694,65.02729863990038,4.174522743848164,73.19561554970377,-6.05012494325019,52.57347985436041,0.8926471921025648,55.46776319647942,-0.7539892513292692,60.11636124751543,0.2530483057336289,48.242864926742115,-0.32340025828642927,51.11796991938815,0.4932255503732099,45.897666629563886,blues
blues.00002.wav,661500,0.3636399168238728,0.08526654740115047,0.17559921741485596,0.0027465680614113808,1552.6228149275485,156583.55000859682,1747.5302800583074,75956.64184100482,3040.748279677825,783119.7813572297,0.07625312923277863,0.0010032438313142108,1.997551471902641e-06,0.01635210862666286,-3.169711646720822e-05,0.007498182381752245,161.4990234375,-90.786206398386,3319.2081154360776,140.41029377345944,508.8875082869786,-29.11102468043698,412.05636832101993,31.648635283846048,144.3938145070016,-13.990530157921398,157.099870392639,25.71113514467906,74.50224362817843,-13.661662609418242,107.32258403634111,11.590561308003897,106.64985589384163,-11.789819291657965,66.16064082636036,9.666890298672264,67.95434636454073,-13.134795738702326,57.712511551678446,5.753398666697864,64.5507855738699,-8.921228527402297,60.62480066701819,-1.121930534258354,57.7416444325619,-9.24025707074285,36.614742434729074,2.418814677882078,40.6855090109568,-7.747313034433347,47.80902246201032,-1.8482194040048658,52.46280927275532,-3.459035146087046,46.60475899526766,-2.2603651081457383,30.620779193456315,blues
blues.00003.wav,657920,0.4046311979169466,0.09412516325816744,0.14168517291545868,0.006304956041276455,1070.8875345125543,185335.2052503211,1596.6079434822102,167275.72983059974,2187.545714667574,1500261.4386414876,0.033332599266135306,0.00042472111480152774,4.93416930860714e-06,0.01921769102220766,4.498508047458658e-06,0.002709351569324749,63.02400914634146,-198.8868349803111,5445.7614186102,150.09749852672994,458.5535025140454,5.566506892843662,257.5021440905037,26.90208069341888,158.25935258526673,1.6289014838590814,266.8423422801949,14.235613160248837,127.35684935392678,-4.841379612232668,156.9063058167313,9.36433105194934,79.90741536503815,-0.7829660198188602,92.91465160193121,8.185129441166392,70.88429000840415,-3.2018472609270163,110.90556432007305,6.087906814138114,48.313615553711365,-2.493189359253128,57.07749094167636,-1.0853757088553768,62.50607381911579,-2.9241932093755576,51.790564615425545,0.753311380270895,44.599281151708375,-3.346186597971662,50.472442410284195,0.624029660578001,37.52351467292722,-0.6075344028921555,37.35599052641501,-3.392150571797888,31.98648335295373,blues
blues.00004.wav,661500,0.3086001183149929,0.08784950389529798,0.09153993427753448,0.0023044501431286335,1837.8481127497546,344043.3544665529,1748.4203491383948,88254.95638196116,3583.694996553309,1572345.1691524803,0.10166945324593653,0.0019708670720245645,1.2813446315359308e-06,0.004818441278631494,-2.4140410962474523e-06,0.0030938991006530573,135.99917763157896,-160.56235294801112,5182.227140150568,125.79924976726052,859.8596873782494,-35.98869006341699,340.3227682895732,21.75861002106379,192.79315123115884,-32.873772147187175,339.821143864464,10.470341570410117,132.37756147785146,-23.745471377934194,95.1210907622662,0.11050194800758613,124.45843193277537,-12.194006442750815,132.94998257997096,0.8144883621748731,98.95459852846216,-13.473186342692543,80.68034694249167,-3.197094394760187,85.42704484376446,-7.322485911633206,89.30539305340363,-7.945247198283054,70.70643521756405,-9.559251637521413,77.62891388781554,-4.8939799555627435,84.90408549242008,-5.836184133756888,76.40296134325149,-1.306289124706162,53.79744020490471,-4.791445343037984,63.469281106522025,-12.083598802095871,55.942476831872646,blues
blues.00005.wav,660476,0.3021263560750025,0.08748259941723273,0.1035476103425026,0.003986909985542297,1835.6667825857257,1034869.1462985377,1728.9546896668187,201729.37377652375,3483.5047238372094,3278029.082143403,0.09409936712693799,0.006233429832961665,-1.8691448849194195e-06,0.008093805253132677,2.5905776460533426e-06,0.003266213286536857,69.83741554054055,-177.97686551377993,7303.274868300963,117.97705759469177,3215.8283869110815,-17.820552532026127,658.4445083148754,30.478853812053078,483.9103717405176,-21.928727183264662,439.96997565210773,11.686393508147564,264.1671043621152,-20.96129579755914,173.96073657978468,2.9212504395957133,132.45825826840547,-8.788602876232792,175.4915047211245,-1.167938817549104,99.85147399242294,-11.994411761817032,78.51863464067075,-2.605407894773936,76.59369487493242,-9.576684949452337,79.41556136181356,-10.159858305974467,48.26985999001929,-4.111851991209516,60.289956945129816,-5.792791538279132,71.72219620718106,-2.0732787013143326,70.42822872018439,-2.9892649246694356,43.12536455357573,-3.24648080563481,39.60239582975439,-8.32568460211099,47.54108567803572,blues
blues.00006.wav,661500,0.2914190645729305,0.09400512299044599,0.14169877767562866,0.008784829638898373,1459.3121170991208,438404.8432153982,1388.7379392756422,185111.07020505457,2796.0580926192433,1623046.6386892605,0.0730207224748452,0.0019121709278903678,-5.185543626465132e-06,0.016920704881395104,-2.910338427148748e-05,0.005970111267181598,71.77734375,-190.22406193893886,9644.506591148447,130.245736489916,1937.7322527272752,-36.40587893574606,1307.6060101969551,32.968746734107064,480.6482321434653,11.04073185113882,1086.3875817516991,-0.664609518816597,280.4739868397688,-20.928830082263318,152.7393997224276,0.21296239209680937,102.77442737116581,-6.553049361967385,131.70087798354987,-5.575386171026067,153.3781340901346,-7.899322223247153,87.6926891890063,-3.1810175889269376,64.30304870961886,-6.650864061509983,79.27818899521284,-10.003848767442411,63.502270712288585,-6.599593526694969,86.3914424747347,-10.129725199264982,82.959313157944,-10.971433684559868,57.020036802549114,-7.02989185377606,38.330842167851344,-3.5086180278686387,48.20411396671376,-6.557584411801802,70.17466551434403,blues
blues.00007.wav,661500,0.3073138951386664,0.09284933675115373,0.13173365592956543,0.005534624680876732,1455.270800506488,450248.3392812597,1578.0288755906474,167977.38299245146,2960.5487646333204,1628563.9984219528,0.06144142741389319,0.0018517274519617665,-6.919318249668785e-09,0.013224050776984077,-1.9834439088472345e-06,0.004851175896978234,92.28515625,-179.66924401067564,6565.868597809794,136.10770841348005,1478.7662517229742,-26.996530471253095,595.584919565131,39.64351697632338,352.38008845824714,4.952166636120339,650.7611785224298,10.583098521474126,137.3994150899186,-20.901196818341088,164.4444760924004,8.168572730578028,152.5448609749081,-11.698153455750186,173.44654831872867,-3.809680228992894,178.07640900423007,-8.755614281004354,148.70987894399866,-7.299100505592274,83.51945365392237,-3.889131278810962,93.46415963392373,-8.393809162409363,57.60495463327466,-9.30044382015442,83.25008326867511,-8.761414982228775,70.50747555227588,-10.89592494635645,52.97303274005207,-11.128746485005292,60.50759984758995,-5.036662193668266,66.10511837975474,-8.975875872134427,57.704635352883145,blues
blues.00008.wav,661500,0.40899150516444976,0.08651558969850641,0.14237459003925323,0.0015014009550213814,1719.3516354376152,163481.24258322138,2031.7240614154903,105620.18101426253,3781.468800642173,1263321.813560465,0.06401699762964397,0.0007306335991126316,3.5159555125076106e-06,0.012712952542537587,-1.8751174426106464e-06,0.0034664546619328153,83.35433467741936,-121.38455554917583,2621.7648379450784,122.50592466605188,414.99951160884603,-14.736829188215436,341.4261121328632,46.135855116584025,193.5866568207496,-8.156530545919734,176.4359485044085,20.171650238149304,107.06885894470555,-19.166653525169295,57.72805291396098,23.05020456525139,76.9246563062693,-11.824932494031808,42.364045420152344,21.174863079129082,58.18339910801279,-6.716029682010968,49.14384169280693,7.005785552358391,56.093081982457655,-12.739380877898068,62.17078976797877,5.065231195562891,50.574289647267875,-5.171747233399798,32.687757213748405,-1.4470651998610573,50.51026757482467,-7.037350126934619,28.83603005422685,2.6950015676880907,37.02150237212664,3.410983187475923,33.91188105181711,-2.698360562879841,35.942865799557275,blues
blues.00009.wav,661500,0.2737406711051061,0.09235041980051618,0.08110912889242172,0.004365237895399332,1840.666107758602,299969.3483371145,1977.9558851094116,115415.83788401731,3981.992588102264,1378883.2132799577,0.0798653522881192,0.0013733787927754258,-2.2518250499643376e-06,0.007229558760351835,-7.5491489131166925e-06,0.0016688621831329694,80.74951171875,-213.54359689858606,6135.086871402579,114.6757877034519,797.9206029909027,-12.190698629263562,669.2594200792855,38.55439685947559,351.3783830671351,-20.827677158281777,531.9959842530258,12.608169350677466,279.7586272267248,-9.646788973318072,126.33881734848114,8.544229232944346,68.24677967870252,-14.573839080687039,110.03724939273793,3.802811113661017,93.43565366085008,-6.5181985225327335,84.8612499474628,3.309649179001034,104.66460299378436,-0.2508840556962647,76.83631269772437,-5.58932943158543,85.091330574499,-0.8886464859547466,104.31220974083442,-1.6586980108463212,59.549630885978125,-2.3939227062570954,58.63701734370007,-2.766407982882083,83.00672178176247,2.420954342917911,77.03487820854521,-4.701556302713559,91.650138083357,blues
